Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2009","2009","hg/ha","72445","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2010","2010","hg/ha","62821","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2011","2011","hg/ha","100000","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2012","2012","hg/ha","68450","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2013","2013","hg/ha","61378","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2014","2014","hg/ha","79788","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2015","2015","hg/ha","66897","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2016","2016","hg/ha","91011","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2017","2017","hg/ha","74262","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2018","2018","hg/ha","77309","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2019","2019","hg/ha","75195","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1990","1990","hg/ha","30000","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1991","1991","hg/ha","29524","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1992","1992","hg/ha","29545","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1993","1993","hg/ha","29565","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1994","1994","hg/ha","29167","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1995","1995","hg/ha","28980","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1996","1996","hg/ha","28970","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1997","1997","hg/ha","28877","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1998","1998","hg/ha","28777","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","1999","1999","hg/ha","28667","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2000","2000","hg/ha","28563","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2001","2001","hg/ha","28458","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2002","2002","hg/ha","28354","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2003","2003","hg/ha","28253","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2004","2004","hg/ha","28201","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2005","2005","hg/ha","28217","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2006","2006","hg/ha","28227","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2007","2007","hg/ha","28244","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2008","2008","hg/ha","28253","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2009","2009","hg/ha","28263","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2010","2010","hg/ha","28274","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2011","2011","hg/ha","28288","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2012","2012","hg/ha","28298","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2013","2013","hg/ha","28310","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2014","2014","hg/ha","28232","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2015","2015","hg/ha","28253","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2016","2016","hg/ha","28349","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2017","2017","hg/ha","28359","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2018","2018","hg/ha","28367","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2019","2019","hg/ha","28374","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1990","1990","hg/ha","11995","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1991","1991","hg/ha","10991","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1992","1992","hg/ha","10965","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1993","1993","hg/ha","11311","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1994","1994","hg/ha","11512","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1995","1995","hg/ha","11878","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1996","1996","hg/ha","11588","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1997","1997","hg/ha","11780","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1998","1998","hg/ha","12426","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","1999","1999","hg/ha","11071","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2000","2000","hg/ha","11379","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2001","2001","hg/ha","11379","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2002","2002","hg/ha","13793","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2003","2003","hg/ha","11769","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2004","2004","hg/ha","12033","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2005","2005","hg/ha","12427","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2006","2006","hg/ha","12676","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2007","2007","hg/ha","12629","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2008","2008","hg/ha","12312","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2009","2009","hg/ha","12433","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2010","2010","hg/ha","11947","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2011","2011","hg/ha","11947","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2012","2012","hg/ha","14677","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2013","2013","hg/ha","13655","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2014","2014","hg/ha","13761","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2015","2015","hg/ha","16600","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2016","2016","hg/ha","15063","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2017","2017","hg/ha","15890","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2018","2018","hg/ha","16761","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","226","Areca nuts","2019","2019","hg/ha","17261","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1990","1990","hg/ha","195973","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1991","1991","hg/ha","207425","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1992","1992","hg/ha","200541","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1993","1993","hg/ha","229677","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1994","1994","hg/ha","242313","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1995","1995","hg/ha","237897","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1996","1996","hg/ha","235137","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1997","1997","hg/ha","298434","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1998","1998","hg/ha","328261","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","1999","1999","hg/ha","343061","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2000","2000","hg/ha","300986","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2001","2001","hg/ha","304803","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2002","2002","hg/ha","279916","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2003","2003","hg/ha","277910","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2004","2004","hg/ha","283998","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2005","2005","hg/ha","331656","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2006","2006","hg/ha","347531","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2007","2007","hg/ha","362052","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2008","2008","hg/ha","369774","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2009","2009","hg/ha","343626","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2010","2010","hg/ha","358795","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2011","2011","hg/ha","357252","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2012","2012","hg/ha","341611","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2013","2013","hg/ha","346420","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2014","2014","hg/ha","370367","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2015","2015","hg/ha","355487","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2016","2016","hg/ha","346433","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2017","2017","hg/ha","354384","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2018","2018","hg/ha","348507","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2019","2019","hg/ha","351732","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1990","1990","hg/ha","14998","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1991","1991","hg/ha","16965","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1992","1992","hg/ha","17808","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1993","1993","hg/ha","16518","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1994","1994","hg/ha","16531","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1995","1995","hg/ha","14403","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1996","1996","hg/ha","18325","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1997","1997","hg/ha","19303","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1998","1998","hg/ha","19578","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","1999","1999","hg/ha","19397","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2000","2000","hg/ha","19972","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2001","2001","hg/ha","18400","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2002","2002","hg/ha","21600","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2003","2003","hg/ha","20060","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2004","2004","hg/ha","19750","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2005","2005","hg/ha","19580","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2006","2006","hg/ha","19378","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2007","2007","hg/ha","20582","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2008","2008","hg/ha","19914","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2009","2009","hg/ha","23935","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2010","2010","hg/ha","21717","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2011","2011","hg/ha","23574","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2012","2012","hg/ha","25194","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2013","2013","hg/ha","25180","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2014","2014","hg/ha","27171","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2015","2015","hg/ha","22815","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2016","2016","hg/ha","24407","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2017","2017","hg/ha","26628","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2018","2018","hg/ha","26949","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","44","Barley","2019","2019","hg/ha","28372","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1990","1990","hg/ha","8911","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1991","1991","hg/ha","9513","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1992","1992","hg/ha","8772","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1993","1993","hg/ha","9052","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1994","1994","hg/ha","9320","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1995","1995","hg/ha","9438","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1996","1996","hg/ha","13921","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1997","1997","hg/ha","10042","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1998","1998","hg/ha","9904","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","1999","1999","hg/ha","10778","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","2000","2000","hg/ha","10777","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","2001","2001","hg/ha","11759","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","2002","2002","hg/ha","11315","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","2003","2003","hg/ha","10557","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","782","Bastfibres, other","2004","2004","hg/ha","10874","Fc","Calculated data"
