CropItem,Year,Yield(hg/ha),Nutrients(tonnes),SyntheticFert(tonnes),Pesticides(tonnes),Temp_ann_degC,LandUsed,LandIrrigated
"Fruit, citrus nes",1995,131015.0,173452,171899,765,25.29,2261,663.0
"Fruit, citrus nes",1996,135168.0,179225,180528,701,24.55,2257,681.0
"Fruit, citrus nes",1997,138721.0,202349,190783,653,24.1,2262,700.0
"Fruit, citrus nes",1998,142113.0,209968,198690,614,24.76,2260,718.0
"Fruit, citrus nes",1999,178667.0,225709,202759,577,24.67,2262,736.0
"Fruit, citrus nes",2000,150000.0,208778,191103,561,24.6,2262,755.0
"Fruit, citrus nes",2001,135399.0,216803,197928,546,24.73,2256,773.0
"Fruit, citrus nes",2002,132188.0,201199,183211,531,25.0,2257,782.0
"Fruit, citrus nes",2003,125000.0,210090,193862,515,24.72,2253,790.0
"Fruit, citrus nes",2004,125000.0,230083,204972,438,24.74,2254,799.0
"Fruit, citrus nes",2005,125000.0,254342,222668,441,24.58,2251,808.0
"Fruit, citrus nes",2006,124065.0,270526,240815,467,25.06,2248,815.0
"Fruit, citrus nes",2007,125774.0,282138,252309,342,24.77,2245,822.0
"Fruit, citrus nes",2008,125138.0,302855,260116,181,24.61,2246,829.0
"Fruit, citrus nes",2009,125089.0,330569,272271,358,25.11,2250,846.0
"Fruit, citrus nes",2010,124095.0,351378,287886,501,25.13,2244,846.0
"Fruit, citrus nes",2011,125319.0,354671,303931,694,24.67,2245,847.0
"Fruit, citrus nes",2012,125584.0,319201,294365,662,24.69,2245,869.0
"Fruit, citrus nes",2013,125735.0,306031,293126,570,24.82,2246,871.0
"Fruit, citrus nes",2014,130789.0,319767,296618,703,24.73,2246,873.0
"Fruit, citrus nes",2015,130250.0,334407,304015,709,24.91,2245,875.0
"Fruit, citrus nes",2016,118154.0,324363,292869,732,26.45,2244,877.0
"Fruit, citrus nes",2017,103529.0,332386,296765,792,26.29,2244,880.0
"Fruit, citrus nes",2018,100000.0,342190,308493,745,25.9,2244,880.0
"Fruit, citrus nes",2019,91250.0,362120,299376,771,25.86,2244,880.0
"Fruit, fresh nes",1990,78452.0,150225,132396,937,24.21,2267,618.0
"Fruit, fresh nes",1991,75732.0,159101,140809,901,24.28,2269,621.0
"Fruit, fresh nes",1992,81308.0,151930,147467,884,24.15,2266,623.0
"Fruit, fresh nes",1993,86754.0,154815,153630,829,24.43,2267,626.0
"Fruit, fresh nes",1994,87889.0,169545,166375,766,24.46,2266,644.0
"Fruit, fresh nes",1995,89195.0,173452,171899,765,25.29,2261,663.0
"Fruit, fresh nes",1996,90909.0,179225,180528,701,24.55,2257,681.0
"Fruit, fresh nes",1997,89474.0,202349,190783,653,24.1,2262,700.0
"Fruit, fresh nes",1998,102949.0,209968,198690,614,24.76,2260,718.0
"Fruit, fresh nes",1999,88800.0,225709,202759,577,24.67,2262,736.0
"Fruit, fresh nes",2000,88462.0,208778,191103,561,24.6,2262,755.0
"Fruit, fresh nes",2001,94000.0,216803,197928,546,24.73,2256,773.0
"Fruit, fresh nes",2002,103651.0,201199,183211,531,25.0,2257,782.0
"Fruit, fresh nes",2003,138542.0,210090,193862,515,24.72,2253,790.0
"Fruit, fresh nes",2004,62482.0,230083,204972,438,24.74,2254,799.0
"Fruit, fresh nes",2005,62161.0,254342,222668,441,24.58,2251,808.0
"Fruit, fresh nes",2006,66983.0,270526,240815,467,25.06,2248,815.0
"Fruit, fresh nes",2007,61449.0,282138,252309,342,24.77,2245,822.0
"Fruit, fresh nes",2008,65836.0,302855,260116,181,24.61,2246,829.0
"Fruit, fresh nes",2009,66796.0,330569,272271,358,25.11,2250,846.0
"Fruit, fresh nes",2010,65167.0,351378,287886,501,25.13,2244,846.0
"Fruit, fresh nes",2011,59945.0,354671,303931,694,24.67,2245,847.0
"Fruit, fresh nes",2012,59465.0,319201,294365,662,24.69,2245,869.0
"Fruit, fresh nes",2013,66441.0,306031,293126,570,24.82,2246,871.0
"Fruit, fresh nes",2014,66523.0,319767,296618,703,24.73,2246,873.0
"Fruit, fresh nes",2015,75251.0,334407,304015,709,24.91,2245,875.0
"Fruit, fresh nes",2016,80199.0,324363,292869,732,26.45,2244,877.0
"Fruit, fresh nes",2017,94901.0,332386,296765,792,26.29,2244,880.0
"Fruit, fresh nes",2018,90874.0,342190,308493,745,25.9,2244,880.0
"Fruit, fresh nes",2019,91067.0,362120,299376,771,25.86,2244,880.0
"Fruit, stone nes",1990,52206.0,150225,132396,937,24.21,2267,618.0
"Fruit, stone nes",1991,16533.0,159101,140809,901,24.28,2269,621.0
"Fruit, stone nes",1992,17570.0,151930,147467,884,24.15,2266,623.0
"Fruit, stone nes",1993,18597.0,154815,153630,829,24.43,2267,626.0
"Fruit, stone nes",1994,19706.0,169545,166375,766,24.46,2266,644.0
"Fruit, stone nes",1995,20506.0,173452,171899,765,25.29,2261,663.0
"Fruit, stone nes",1996,21236.0,179225,180528,701,24.55,2257,681.0
"Fruit, stone nes",1997,22989.0,202349,190783,653,24.1,2262,700.0
"Fruit, stone nes",1998,22857.0,209968,198690,614,24.76,2260,718.0
"Fruit, stone nes",1999,24575.0,225709,202759,577,24.67,2262,736.0
"Fruit, stone nes",2000,25328.0,208778,191103,561,24.6,2262,755.0
"Fruit, stone nes",2001,26071.0,216803,197928,546,24.73,2256,773.0
"Fruit, stone nes",2002,27079.0,201199,183211,531,25.0,2257,782.0
"Fruit, stone nes",2003,28055.0,210090,193862,515,24.72,2253,790.0
"Fruit, stone nes",2004,28707.0,230083,204972,438,24.74,2254,799.0
"Fruit, stone nes",2005,29565.0,254342,222668,441,24.58,2251,808.0
"Fruit, stone nes",2006,30378.0,270526,240815,467,25.06,2248,815.0
"Fruit, stone nes",2007,31214.0,282138,252309,342,24.77,2245,822.0
"Fruit, stone nes",2008,31968.0,302855,260116,181,24.61,2246,829.0
"Fruit, stone nes",2009,32782.0,330569,272271,358,25.11,2250,846.0
"Fruit, stone nes",2010,33905.0,351378,287886,501,25.13,2244,846.0
"Fruit, stone nes",2011,34468.0,354671,303931,694,24.67,2245,847.0
"Fruit, stone nes",2012,35374.0,319201,294365,662,24.69,2245,869.0
"Fruit, stone nes",2013,36348.0,306031,293126,570,24.82,2246,871.0
"Fruit, stone nes",2014,37167.0,319767,296618,703,24.73,2246,873.0
"Fruit, stone nes",2015,38020.0,334407,304015,709,24.91,2245,875.0
"Fruit, stone nes",2016,38712.0,324363,292869,732,26.45,2244,877.0
"Fruit, stone nes",2017,39494.0,332386,296765,792,26.29,2244,880.0
"Fruit, stone nes",2018,40353.0,342190,308493,745,25.9,2244,880.0
"Fruit, stone nes",2019,41137.0,362120,299376,771,25.86,2244,880.0
"Fruit, tropical fresh nes",1990,81503.0,150225,132396,937,24.21,2267,618.0
"Fruit, tropical fresh nes",1991,72941.0,159101,140809,901,24.28,2269,621.0
"Fruit, tropical fresh nes",1992,78472.0,151930,147467,884,24.15,2266,623.0
"Fruit, tropical fresh nes",1993,79730.0,154815,153630,829,24.43,2267,626.0
"Fruit, tropical fresh nes",1994,83675.0,169545,166375,766,24.46,2266,644.0
"Fruit, tropical fresh nes",1995,87396.0,173452,171899,765,25.29,2261,663.0
"Fruit, tropical fresh nes",1996,90698.0,179225,180528,701,24.55,2257,681.0
"Fruit, tropical fresh nes",1997,85714.0,202349,190783,653,24.1,2262,700.0
"Fruit, tropical fresh nes",1998,104167.0,209968,198690,614,24.76,2260,718.0
"Fruit, tropical fresh nes",1999,116400.0,225709,202759,577,24.67,2262,736.0
"Fruit, tropical fresh nes",2000,106923.0,208778,191103,561,24.6,2262,755.0
"Fruit, tropical fresh nes",2001,102593.0,216803,197928,546,24.73,2256,773.0
"Fruit, tropical fresh nes",2002,104615.0,201199,183211,531,25.0,2257,782.0
"Fruit, tropical fresh nes",2003,86176.0,210090,193862,515,24.72,2253,790.0
"Fruit, tropical fresh nes",2004,94819.0,230083,204972,438,24.74,2254,799.0
"Fruit, tropical fresh nes",2005,87705.0,254342,222668,441,24.58,2251,808.0
"Fruit, tropical fresh nes",2006,87783.0,270526,240815,467,25.06,2248,815.0
"Fruit, tropical fresh nes",2007,88588.0,282138,252309,342,24.77,2245,822.0
"Fruit, tropical fresh nes",2008,95583.0,302855,260116,181,24.61,2246,829.0
"Fruit, tropical fresh nes",2009,92616.0,330569,272271,358,25.11,2250,846.0
"Fruit, tropical fresh nes",2010,97166.0,351378,287886,501,25.13,2244,846.0
"Fruit, tropical fresh nes",2011,98939.0,354671,303931,694,24.67,2245,847.0
"Fruit, tropical fresh nes",2012,96631.0,319201,294365,662,24.69,2245,869.0
"Fruit, tropical fresh nes",2013,109172.0,306031,293126,570,24.82,2246,871.0
"Fruit, tropical fresh nes",2014,113299.0,319767,296618,703,24.73,2246,873.0
"Fruit, tropical fresh nes",2015,134119.0,334407,304015,709,24.91,2245,875.0
"Fruit, tropical fresh nes",2016,130553.0,324363,292869,732,26.45,2244,877.0
"Fruit, tropical fresh nes",2017,124558.0,332386,296765,792,26.29,2244,880.0
"Fruit, tropical fresh nes",2018,130308.0,342190,308493,745,25.9,2244,880.0
"Fruit, tropical fresh nes",2019,132785.0,362120,299376,771,25.86,2244,880.0
Garlic,1990,38890.0,150225,132396,937,24.21,2267,618.0
Garlic,1991,39311.0,159101,140809,901,24.28,2269,621.0
Garlic,1992,41614.0,151930,147467,884,24.15,2266,623.0
Garlic,1993,40157.0,154815,153630,829,24.43,2267,626.0
Garlic,1994,40768.0,169545,166375,766,24.46,2266,644.0
Garlic,1995,42475.0,173452,171899,765,25.29,2261,663.0
Garlic,1996,46437.0,179225,180528,701,24.55,2257,681.0
Garlic,1997,44522.0,202349,190783,653,24.1,2262,700.0
Garlic,1998,46323.0,209968,198690,614,24.76,2260,718.0
Garlic,1999,41692.0,225709,202759,577,24.67,2262,736.0
Garlic,2000,42103.0,208778,191103,561,24.6,2262,755.0
Garlic,2001,41400.0,216803,197928,546,24.73,2256,773.0
Garlic,2002,43877.0,201199,183211,531,25.0,2257,782.0
Garlic,2003,40987.0,210090,193862,515,24.72,2253,790.0
Garlic,2004,49755.0,230083,204972,438,24.74,2254,799.0
Garlic,2005,44872.0,254342,222668,441,24.58,2251,808.0
Garlic,2006,44344.0,270526,240815,467,25.06,2248,815.0
Garlic,2007,48763.0,282138,252309,342,24.77,2245,822.0
Garlic,2008,51839.0,302855,260116,181,24.61,2246,829.0
Garlic,2009,50003.0,330569,272271,358,25.11,2250,846.0
Garlic,2010,50587.0,351378,287886,501,25.13,2244,846.0
Garlic,2011,52732.0,354671,303931,694,24.67,2245,847.0
Garlic,2012,50744.0,319201,294365,662,24.69,2245,869.0
Garlic,2013,50766.0,306031,293126,570,24.82,2246,871.0
Garlic,2014,54199.0,319767,296618,703,24.73,2246,873.0
Garlic,2015,54389.0,334407,304015,709,24.91,2245,875.0
Garlic,2016,57544.0,324363,292869,732,26.45,2244,877.0
Garlic,2017,52741.0,332386,296765,792,26.29,2244,880.0
Garlic,2018,50820.0,342190,308493,745,25.9,2244,880.0
Garlic,2019,81285.0,362120,299376,771,25.86,2244,880.0
Ginger,1990,28519.0,150225,132396,937,24.21,2267,618.0
Ginger,1991,30500.0,159101,140809,901,24.28,2269,621.0
Ginger,1992,33656.0,151930,147467,884,24.15,2266,623.0
Ginger,1993,30736.0,154815,153630,829,24.43,2267,626.0
Ginger,1994,19566.0,169545,166375,766,24.46,2266,644.0
Ginger,1995,19000.0,173452,171899,765,25.29,2261,663.0
Ginger,1996,33073.0,179225,180528,701,24.55,2257,681.0
Ginger,1997,33158.0,202349,190783,653,24.1,2262,700.0
Ginger,1998,33718.0,209968,198690,614,24.76,2260,718.0
Ginger,1999,33918.0,225709,202759,577,24.67,2262,736.0
Ginger,2000,33571.0,208778,191103,561,24.6,2262,755.0
Ginger,2001,32649.0,216803,197928,546,24.73,2256,773.0
Ginger,2002,32016.0,201199,183211,531,25.0,2257,782.0
Ginger,2003,31769.0,210090,193862,515,24.72,2253,790.0
Ginger,2004,35476.0,230083,204972,438,24.74,2254,799.0
Ginger,2005,37671.0,254342,222668,441,24.58,2251,808.0
Ginger,2006,35371.0,270526,240815,467,25.06,2248,815.0
Ginger,2007,37078.0,282138,252309,342,24.77,2245,822.0
Ginger,2008,37378.0,302855,260116,181,24.61,2246,829.0
Ginger,2009,34987.0,330569,272271,358,25.11,2250,846.0
Ginger,2010,35831.0,351378,287886,501,25.13,2244,846.0
Ginger,2011,47082.0,354671,303931,694,24.67,2245,847.0
Ginger,2012,48774.0,319201,294365,662,24.69,2245,869.0
Ginger,2013,50221.0,306031,293126,570,24.82,2246,871.0
Ginger,2014,49248.0,319767,296618,703,24.73,2246,873.0
Ginger,2015,53521.0,334407,304015,709,24.91,2245,875.0
Ginger,2016,67212.0,324363,292869,732,26.45,2244,877.0
Ginger,2017,63690.0,332386,296765,792,26.29,2244,880.0
Ginger,2018,106788.0,342190,308493,745,25.9,2244,880.0
Ginger,2019,109024.0,362120,299376,771,25.86,2244,880.0
Grapefruit (inc. pomelos),1990,150943.0,150225,132396,937,24.21,2267,618.0
Grapefruit (inc. pomelos),1991,148936.0,159101,140809,901,24.28,2269,621.0
Grapefruit (inc. pomelos),1992,129310.0,151930,147467,884,24.15,2266,623.0
Grapefruit (inc. pomelos),1993,139780.0,154815,153630,829,24.43,2267,626.0
Grapefruit (inc. pomelos),1994,150000.0,169545,166375,766,24.46,2266,644.0
Grapefruit (inc. pomelos),1995,159005.0,173452,171899,765,25.29,2261,663.0
Grapefruit (inc. pomelos),1996,169355.0,179225,180528,701,24.55,2257,681.0
Grapefruit (inc. pomelos),1997,177406.0,202349,190783,653,24.1,2262,700.0
Grapefruit (inc. pomelos),1998,187266.0,209968,198690,614,24.76,2260,718.0
Grapefruit (inc. pomelos),1999,200000.0,225709,202759,577,24.67,2262,736.0
Grapefruit (inc. pomelos),2000,203794.0,208778,191103,561,24.6,2262,755.0
Grapefruit (inc. pomelos),2001,209171.0,216803,197928,546,24.73,2256,773.0
Grapefruit (inc. pomelos),2002,215385.0,201199,183211,531,25.0,2257,782.0
Grapefruit (inc. pomelos),2003,217159.0,210090,193862,515,24.72,2253,790.0
Grapefruit (inc. pomelos),2004,219697.0,230083,204972,438,24.74,2254,799.0
Grapefruit (inc. pomelos),2005,220896.0,254342,222668,441,24.58,2251,808.0
Grapefruit (inc. pomelos),2006,219444.0,270526,240815,467,25.06,2248,815.0
Grapefruit (inc. pomelos),2007,219753.0,282138,252309,342,24.77,2245,822.0
Grapefruit (inc. pomelos),2008,235294.0,302855,260116,181,24.61,2246,829.0
Grapefruit (inc. pomelos),2009,240000.0,330569,272271,358,25.11,2250,846.0
Grapefruit (inc. pomelos),2010,237038.0,351378,287886,501,25.13,2244,846.0
Grapefruit (inc. pomelos),2011,236145.0,354671,303931,694,24.67,2245,847.0
Grapefruit (inc. pomelos),2012,234870.0,319201,294365,662,24.69,2245,869.0
Grapefruit (inc. pomelos),2013,233795.0,306031,293126,570,24.82,2246,871.0
Grapefruit (inc. pomelos),2014,233597.0,319767,296618,703,24.73,2246,873.0
Grapefruit (inc. pomelos),2015,230531.0,334407,304015,709,24.91,2245,875.0
Grapefruit (inc. pomelos),2016,239998.0,324363,292869,732,26.45,2244,877.0
Grapefruit (inc. pomelos),2017,28923.5,332386,296765,792,26.29,2244,880.0
Grapefruit (inc. pomelos),2018,28923.5,342190,308493,745,25.9,2244,880.0
Grapefruit (inc. pomelos),2019,28923.5,362120,299376,771,25.86,2244,880.0
Grapes,1990,162605.0,150225,132396,937,24.21,2267,618.0
Grapes,1991,166195.0,159101,140809,901,24.28,2269,621.0
Grapes,1992,192050.0,151930,147467,884,24.15,2266,623.0
Grapes,1993,200000.0,154815,153630,829,24.43,2267,626.0
Grapes,1994,175000.0,169545,166375,766,24.46,2266,644.0
Grapes,1995,175000.0,173452,171899,765,25.29,2261,663.0
Grapes,1996,200150.0,179225,180528,701,24.55,2257,681.0
Grapes,1997,217537.0,202349,190783,653,24.1,2262,700.0
Grapes,1998,242500.0,209968,198690,614,24.76,2260,718.0
Grapes,1999,254225.0,225709,202759,577,24.67,2262,736.0
Grapes,2000,282500.0,208778,191103,561,24.6,2262,755.0
Grapes,2001,212000.0,216803,197928,546,24.73,2256,773.0
Grapes,2002,249305.0,201199,183211,531,25.0,2257,782.0
Grapes,2003,239501.0,210090,193862,515,24.72,2253,790.0
Grapes,2004,255156.0,230083,204972,438,24.74,2254,799.0
Grapes,2005,258628.0,254342,222668,441,24.58,2251,808.0
Grapes,2006,249939.0,270526,240815,467,25.06,2248,815.0
Grapes,2007,259277.0,282138,252309,342,24.77,2245,822.0
Grapes,2008,255147.0,302855,260116,181,24.61,2246,829.0
Grapes,2009,234750.0,330569,272271,358,25.11,2250,846.0
Grapes,2010,82773.0,351378,287886,501,25.13,2244,846.0
Grapes,2011,111261.0,354671,303931,694,24.67,2245,847.0
Grapes,2012,191466.0,319201,294365,662,24.69,2245,869.0
Grapes,2013,210424.0,306031,293126,570,24.82,2246,871.0
Grapes,2014,217731.0,319767,296618,703,24.73,2246,873.0
Grapes,2015,216833.0,334407,304015,709,24.91,2245,875.0
Grapes,2016,212295.0,324363,292869,732,26.45,2244,877.0
Grapes,2017,213285.0,332386,296765,792,26.29,2244,880.0
Grapes,2018,210072.0,342190,308493,745,25.9,2244,880.0
Grapes,2019,217214.0,362120,299376,771,25.86,2244,880.0
"Groundnuts, with shell",1990,9044.0,150225,132396,937,24.21,2267,618.0
"Groundnuts, with shell",1991,8185.0,159101,140809,901,24.28,2269,621.0
"Groundnuts, with shell",1992,10489.0,151930,147467,884,24.15,2266,623.0
"Groundnuts, with shell",1993,9409.0,154815,153630,829,24.43,2267,626.0
"Groundnuts, with shell",1994,10271.0,169545,166375,766,24.46,2266,644.0
"Groundnuts, with shell",1995,10073.0,173452,171899,765,25.29,2261,663.0
"Groundnuts, with shell",1996,11378.0,179225,180528,701,24.55,2257,681.0
"Groundnuts, with shell",1997,10395.0,202349,190783,653,24.1,2262,700.0
"Groundnuts, with shell",1998,12144.0,209968,198690,614,24.76,2260,718.0
"Groundnuts, with shell",1999,7657.0,225709,202759,577,24.67,2262,736.0
"Groundnuts, with shell",2000,9881.0,208778,191103,561,24.6,2262,755.0
"Groundnuts, with shell",2001,11265.0,216803,197928,546,24.73,2256,773.0
"Groundnuts, with shell",2002,6943.0,201199,183211,531,25.0,2257,782.0
"Groundnuts, with shell",2003,13574.0,210090,193862,515,24.72,2253,790.0
"Groundnuts, with shell",2004,10202.0,230083,204972,438,24.74,2254,799.0
"Groundnuts, with shell",2005,11867.0,254342,222668,441,24.58,2251,808.0
"Groundnuts, with shell",2006,8661.0,270526,240815,467,25.06,2248,815.0
"Groundnuts, with shell",2007,14594.0,282138,252309,342,24.77,2245,822.0
"Groundnuts, with shell",2008,11627.0,302855,260116,181,24.61,2246,829.0
"Groundnuts, with shell",2009,9911.0,330569,272271,358,25.11,2250,846.0
"Groundnuts, with shell",2010,14104.0,351378,287886,501,25.13,2244,846.0
"Groundnuts, with shell",2011,13115.0,354671,303931,694,24.67,2245,847.0
"Groundnuts, with shell",2012,9843.0,319201,294365,662,24.69,2245,869.0
"Groundnuts, with shell",2013,17206.0,306031,293126,570,24.82,2246,871.0
"Groundnuts, with shell",2014,15799.0,319767,296618,703,24.73,2246,873.0
"Groundnuts, with shell",2015,14765.0,334407,304015,709,24.91,2245,875.0
"Groundnuts, with shell",2016,14053.0,324363,292869,732,26.45,2244,877.0
"Groundnuts, with shell",2017,13978.0,332386,296765,792,26.29,2244,880.0
"Groundnuts, with shell",2018,18930.0,342190,308493,745,25.9,2244,880.0
"Groundnuts, with shell",2019,14220.0,362120,299376,771,25.86,2244,880.0
Jute,1990,18326.0,150225,132396,937,24.21,2267,618.0
Jute,1991,18374.0,159101,140809,901,24.28,2269,621.0
Jute,1992,18570.0,151930,147467,884,24.15,2266,623.0
Jute,1993,19070.0,154815,153630,829,24.43,2267,626.0
Jute,1994,19487.0,169545,166375,766,24.46,2266,644.0
Jute,1995,18745.0,173452,171899,765,25.29,2261,663.0
Jute,1996,19989.0,179225,180528,701,24.55,2257,681.0
Jute,1997,19790.0,202349,190783,653,24.1,2262,700.0
Jute,1998,18750.0,209968,198690,614,24.76,2260,718.0
Jute,1999,20022.0,225709,202759,577,24.67,2262,736.0
Jute,2000,20257.0,208778,191103,561,24.6,2262,755.0
Jute,2001,21820.0,216803,197928,546,24.73,2256,773.0
Jute,2002,21444.0,201199,183211,531,25.0,2257,782.0
Jute,2003,21731.0,210090,193862,515,24.72,2253,790.0
Jute,2004,21863.0,230083,204972,438,24.74,2254,799.0
Jute,2005,23625.0,254342,222668,441,24.58,2251,808.0
Jute,2006,23477.0,270526,240815,467,25.06,2248,815.0
Jute,2007,22549.0,282138,252309,342,24.77,2245,822.0
Jute,2008,22072.0,302855,260116,181,24.61,2246,829.0
Jute,2009,24920.0,330569,272271,358,25.11,2250,846.0
Jute,2010,23437.0,351378,287886,501,25.13,2244,846.0
Jute,2011,24505.0,354671,303931,694,24.67,2245,847.0
Jute,2012,23900.0,319201,294365,662,24.69,2245,869.0
Jute,2013,24300.0,306031,293126,570,24.82,2246,871.0
Jute,2014,26559.0,319767,296618,703,24.73,2246,873.0
Jute,2015,23146.0,334407,304015,709,24.91,2245,875.0
Jute,2016,25221.0,324363,292869,732,26.45,2244,877.0
Jute,2017,26595.0,332386,296765,792,26.29,2244,880.0
Jute,2018,25175.0,342190,308493,745,25.9,2244,880.0
Jute,2019,25695.0,362120,299376,771,25.86,2244,880.0
Lemons and limes,1990,115692.0,150225,132396,937,24.21,2267,618.0
Lemons and limes,1991,117647.0,159101,140809,901,24.28,2269,621.0
Lemons and limes,1992,94595.0,151930,147467,884,24.15,2266,623.0
Lemons and limes,1993,116250.0,154815,153630,829,24.43,2267,626.0
Lemons and limes,1994,101061.0,169545,166375,766,24.46,2266,644.0
Lemons and limes,1995,101157.0,173452,171899,765,25.29,2261,663.0
Lemons and limes,1996,86792.0,179225,180528,701,24.55,2257,681.0
Lemons and limes,1997,84753.0,202349,190783,653,24.1,2262,700.0
Lemons and limes,1998,84846.0,209968,198690,614,24.76,2260,718.0
Lemons and limes,1999,90308.0,225709,202759,577,24.67,2262,736.0
Lemons and limes,2000,88098.0,208778,191103,561,24.6,2262,755.0
Lemons and limes,2001,83873.0,216803,197928,546,24.73,2256,773.0
Lemons and limes,2002,87644.0,201199,183211,531,25.0,2257,782.0
Lemons and limes,2003,98468.0,210090,193862,515,24.72,2253,790.0
Lemons and limes,2004,88993.0,230083,204972,438,24.74,2254,799.0
Lemons and limes,2005,130938.0,254342,222668,441,24.58,2251,808.0
Lemons and limes,2006,80350.0,270526,240815,467,25.06,2248,815.0
Lemons and limes,2007,78338.0,282138,252309,342,24.77,2245,822.0
Lemons and limes,2008,82619.0,302855,260116,181,24.61,2246,829.0
Lemons and limes,2009,81365.0,330569,272271,358,25.11,2250,846.0
Lemons and limes,2010,88945.0,351378,287886,501,25.13,2244,846.0
Lemons and limes,2011,96256.0,354671,303931,694,24.67,2245,847.0
Lemons and limes,2012,97098.0,319201,294365,662,24.69,2245,869.0
Lemons and limes,2013,98883.0,306031,293126,570,24.82,2246,871.0
Lemons and limes,2014,98985.0,319767,296618,703,24.73,2246,873.0
Lemons and limes,2015,110075.0,334407,304015,709,24.91,2245,875.0
Lemons and limes,2016,99510.0,324363,292869,732,26.45,2244,877.0
Lemons and limes,2017,95323.0,332386,296765,792,26.29,2244,880.0
Lemons and limes,2018,110070.0,342190,308493,745,25.9,2244,880.0
Lemons and limes,2019,114164.0,362120,299376,771,25.86,2244,880.0
Lentils,1990,6352.0,150225,132396,937,24.21,2267,618.0
Lentils,1991,7168.0,159101,140809,901,24.28,2269,621.0
Lentils,1992,6742.0,151930,147467,884,24.15,2266,623.0
Lentils,1993,6569.0,154815,153630,829,24.43,2267,626.0
Lentils,1994,6321.0,169545,166375,766,24.46,2266,644.0
Lentils,1995,6781.0,173452,171899,765,25.29,2261,663.0
Lentils,1996,5685.0,179225,180528,701,24.55,2257,681.0
Lentils,1997,7025.0,202349,190783,653,24.1,2262,700.0
Lentils,1998,6240.0,209968,198690,614,24.76,2260,718.0
Lentils,1999,6754.0,225709,202759,577,24.67,2262,736.0
Lentils,2000,7382.0,208778,191103,561,24.6,2262,755.0
Lentils,2001,6193.0,216803,197928,546,24.73,2256,773.0
Lentils,2002,6629.0,201199,183211,531,25.0,2257,782.0
Lentils,2003,6328.0,210090,193862,515,24.72,2253,790.0
Lentils,2004,7413.0,230083,204972,438,24.74,2254,799.0
Lentils,2005,6763.0,254342,222668,441,24.58,2251,808.0
Lentils,2006,6266.0,270526,240815,467,25.06,2248,815.0
Lentils,2007,6190.0,282138,252309,342,24.77,2245,822.0
Lentils,2008,6183.0,302855,260116,181,24.61,2246,829.0
Lentils,2009,6929.0,330569,272271,358,25.11,2250,846.0
Lentils,2010,6973.0,351378,287886,501,25.13,2244,846.0
Lentils,2011,5908.0,354671,303931,694,24.67,2245,847.0
Lentils,2012,6778.0,319201,294365,662,24.69,2245,869.0
Lentils,2013,7969.0,306031,293126,570,24.82,2246,871.0
Lentils,2014,7584.0,319767,296618,703,24.73,2246,873.0
Lentils,2015,7046.0,334407,304015,709,24.91,2245,875.0
Lentils,2016,7649.0,324363,292869,732,26.45,2244,877.0
Lentils,2017,8376.0,332386,296765,792,26.29,2244,880.0
Lentils,2018,10469.0,342190,308493,745,25.9,2244,880.0
Lentils,2019,9010.0,362120,299376,771,25.86,2244,880.0
Lettuce and chicory,1990,64595.0,150225,132396,937,24.21,2267,618.0
Lettuce and chicory,1991,65375.0,159101,140809,901,24.28,2269,621.0
Lettuce and chicory,1992,65357.0,151930,147467,884,24.15,2266,623.0
Lettuce and chicory,1993,65044.0,154815,153630,829,24.43,2267,626.0
Lettuce and chicory,1994,65652.0,169545,166375,766,24.46,2266,644.0
Lettuce and chicory,1995,65595.0,173452,171899,765,25.29,2261,663.0
Lettuce and chicory,1996,65948.0,179225,180528,701,24.55,2257,681.0
Lettuce and chicory,1997,65582.0,202349,190783,653,24.1,2262,700.0
Lettuce and chicory,1998,65812.0,209968,198690,614,24.76,2260,718.0
Lettuce and chicory,1999,66102.0,225709,202759,577,24.67,2262,736.0
Lettuce and chicory,2000,65417.0,208778,191103,561,24.6,2262,755.0
Lettuce and chicory,2001,65108.0,216803,197928,546,24.73,2256,773.0
Lettuce and chicory,2002,64909.0,201199,183211,531,25.0,2257,782.0
Lettuce and chicory,2003,64725.0,210090,193862,515,24.72,2253,790.0
Lettuce and chicory,2004,64551.0,230083,204972,438,24.74,2254,799.0
Lettuce and chicory,2005,64134.0,254342,222668,441,24.58,2251,808.0
Lettuce and chicory,2006,64332.0,270526,240815,467,25.06,2248,815.0
Lettuce and chicory,2007,64218.0,282138,252309,342,24.77,2245,822.0
Lettuce and chicory,2008,64107.0,302855,260116,181,24.61,2246,829.0
Lettuce and chicory,2009,64009.0,330569,272271,358,25.11,2250,846.0
Lettuce and chicory,2010,63925.0,351378,287886,501,25.13,2244,846.0
Lettuce and chicory,2011,63853.0,354671,303931,694,24.67,2245,847.0
Lettuce and chicory,2012,63235.0,319201,294365,662,24.69,2245,869.0
Lettuce and chicory,2013,63529.0,306031,293126,570,24.82,2246,871.0
Lettuce and chicory,2014,63508.0,319767,296618,703,24.73,2246,873.0
Lettuce and chicory,2015,63452.0,334407,304015,709,24.91,2245,875.0
Lettuce and chicory,2016,63395.0,324363,292869,732,26.45,2244,877.0
Lettuce and chicory,2017,63332.0,332386,296765,792,26.29,2244,880.0
Lettuce and chicory,2018,63269.0,342190,308493,745,25.9,2244,880.0
Lettuce and chicory,2019,63205.0,362120,299376,771,25.86,2244,880.0
