CropItem,Year,AreaHarvested(ha)
"Fruit, fresh nes",2010,1105000.0
"Fruit, fresh nes",2011,1265000.0
"Fruit, fresh nes",2012,1383000.0
"Fruit, fresh nes",2013,1402000.0
"Fruit, fresh nes",2014,1484000.0
"Fruit, fresh nes",2015,1328881.0
"Fruit, fresh nes",2016,1234380.0
"Fruit, fresh nes",2017,1108000.0
"Fruit, fresh nes",2018,1167000.0
"Fruit, fresh nes",2019,1181000.0
"Fruit, stone nes",1990,204.0
"Fruit, stone nes",1991,499.0
"Fruit, stone nes",1992,502.0
"Fruit, stone nes",1993,506.0
"Fruit, stone nes",1994,510.0
"Fruit, stone nes",1995,514.0
"Fruit, stone nes",1996,518.0
"Fruit, stone nes",1997,522.0
"Fruit, stone nes",1998,525.0
"Fruit, stone nes",1999,529.0
"Fruit, stone nes",2000,533.0
"Fruit, stone nes",2001,537.0
"Fruit, stone nes",2002,541.0
"Fruit, stone nes",2003,545.0
"Fruit, stone nes",2004,549.0
"Fruit, stone nes",2005,552.0
"Fruit, stone nes",2006,556.0
"Fruit, stone nes",2007,560.0
"Fruit, stone nes",2008,564.0
"Fruit, stone nes",2009,568.0
"Fruit, stone nes",2010,566.0
"Fruit, stone nes",2011,573.0
"Fruit, stone nes",2012,575.0
"Fruit, stone nes",2013,575.0
"Fruit, stone nes",2014,600.0
"Fruit, stone nes",2015,591.0
"Fruit, stone nes",2016,590.0
"Fruit, stone nes",2017,593.0
"Fruit, stone nes",2018,595.0
"Fruit, stone nes",2019,598.0
"Fruit, tropical fresh nes",1990,366539.0
"Fruit, tropical fresh nes",1991,340000.0
"Fruit, tropical fresh nes",1992,360000.0
"Fruit, tropical fresh nes",1993,370000.0
"Fruit, tropical fresh nes",1994,400000.0
"Fruit, tropical fresh nes",1995,345134.0
"Fruit, tropical fresh nes",1996,430000.0
"Fruit, tropical fresh nes",1997,350000.0
"Fruit, tropical fresh nes",1998,240000.0
"Fruit, tropical fresh nes",1999,250000.0
"Fruit, tropical fresh nes",2000,260000.0
"Fruit, tropical fresh nes",2001,270000.0
"Fruit, tropical fresh nes",2002,260000.0
"Fruit, tropical fresh nes",2003,340000.0
"Fruit, tropical fresh nes",2004,340700.0
"Fruit, tropical fresh nes",2005,355100.0
"Fruit, tropical fresh nes",2006,369400.0
"Fruit, tropical fresh nes",2007,389600.0
"Fruit, tropical fresh nes",2008,382600.0
"Fruit, tropical fresh nes",2009,432000.0
"Fruit, tropical fresh nes",2010,453000.0
"Fruit, tropical fresh nes",2011,443000.0
"Fruit, tropical fresh nes",2012,463000.0
"Fruit, tropical fresh nes",2013,483000.0
"Fruit, tropical fresh nes",2014,529350.0
"Fruit, tropical fresh nes",2015,437000.0
"Fruit, tropical fresh nes",2016,452000.0
"Fruit, tropical fresh nes",2017,452000.0
"Fruit, tropical fresh nes",2018,454000.0
"Fruit, tropical fresh nes",2019,457919.0
Garlic,1990,90100.0
Garlic,1991,94300.0
Garlic,1992,85500.0
Garlic,1993,76200.0
Garlic,1994,98900.0
Garlic,1995,111900.0
Garlic,1996,94300.0
Garlic,1997,108800.0
Garlic,1998,123200.0
Garlic,1999,118800.0
Garlic,2000,124600.0
Garlic,2001,120000.0
Garlic,2002,113954.0
Garlic,2003,111500.0
Garlic,2004,138900.0
Garlic,2005,144100.0
Garlic,2006,134900.0
Garlic,2007,159200.0
Garlic,2008,206120.0
Garlic,2009,166210.0
Garlic,2010,164860.0
Garlic,2011,200600.0
Garlic,2012,242000.0
Garlic,2013,248000.0
Garlic,2014,231000.0
Garlic,2015,262000.0
Garlic,2016,281000.0
Garlic,2017,321000.0
Garlic,2018,317000.0
Garlic,2019,358000.0
Ginger,1990,54000.0
Ginger,1991,60000.0
Ginger,1992,59900.0
Ginger,1993,60580.0
Ginger,1994,87500.0
Ginger,1995,90000.0
Ginger,1996,70300.0
Ginger,1997,76000.0
Ginger,1998,78000.0
Ginger,1999,77600.0
Ginger,2000,70000.0
Ginger,2001,70446.0
Ginger,2002,83847.0
Ginger,2003,88200.0
Ginger,2004,85100.0
Ginger,2005,95300.0
Ginger,2006,110600.0
Ginger,2007,106100.0
Ginger,2008,104360.0
Ginger,2009,108640.0
Ginger,2010,107540.0
Ginger,2011,149100.0
Ginger,2012,155000.0
Ginger,2013,136000.0
Ginger,2014,133000.0
Ginger,2015,142000.0
Ginger,2016,165000.0
Ginger,2017,168000.0
Ginger,2018,165000.0
Ginger,2019,164000.0
Grapefruit (inc. pomelos),1990,5300.0
Grapefruit (inc. pomelos),1991,4700.0
Grapefruit (inc. pomelos),1992,5800.0
Grapefruit (inc. pomelos),1993,6081.0
Grapefruit (inc. pomelos),1994,6000.0
Grapefruit (inc. pomelos),1995,6069.0
Grapefruit (inc. pomelos),1996,6200.0
Grapefruit (inc. pomelos),1997,5975.0
Grapefruit (inc. pomelos),1998,5874.0
Grapefruit (inc. pomelos),1999,6200.0
Grapefruit (inc. pomelos),2000,6379.0
Grapefruit (inc. pomelos),2001,6215.0
Grapefruit (inc. pomelos),2002,6500.0
Grapefruit (inc. pomelos),2003,6539.0
Grapefruit (inc. pomelos),2004,6600.0
Grapefruit (inc. pomelos),2005,6700.0
Grapefruit (inc. pomelos),2006,7200.0
Grapefruit (inc. pomelos),2007,8100.0
Grapefruit (inc. pomelos),2008,8500.0
Grapefruit (inc. pomelos),2009,9000.0
Grapefruit (inc. pomelos),2010,10994.0
Grapefruit (inc. pomelos),2011,8300.0
Grapefruit (inc. pomelos),2012,13731.0
Grapefruit (inc. pomelos),2013,12203.0
Grapefruit (inc. pomelos),2014,10638.0
Grapefruit (inc. pomelos),2015,11300.0
Grapefruit (inc. pomelos),2016,16271.0
Grapefruit (inc. pomelos),2017,390345.0
Grapefruit (inc. pomelos),2018,390345.0
Grapefruit (inc. pomelos),2019,390345.0
Grapes,1990,25102.0
Grapes,1991,24822.0
Grapes,1992,34010.0
Grapes,1993,35000.0
Grapes,1994,40000.0
Grapes,1995,40000.0
Grapes,1996,39970.0
Grapes,1997,37235.0
Grapes,1998,40000.0
Grapes,1999,42600.0
Grapes,2000,40000.0
Grapes,2001,50000.0
Grapes,2002,47500.0
Grapes,2003,52100.0
Grapes,2004,57800.0
Grapes,2005,60500.0
Grapes,2006,66000.0
Grapes,2007,65000.0
Grapes,2008,68000.0
Grapes,2009,80000.0
Grapes,2010,106400.0
Grapes,2011,111000.0
Grapes,2012,116000.0
Grapes,2013,118000.0
Grapes,2014,118740.0
Grapes,2015,120000.0
Grapes,2016,122000.0
Grapes,2017,137000.0
Grapes,2018,139000.0
Grapes,2019,140000.0
"Groundnuts, with shell",1990,8309000.0
"Groundnuts, with shell",1991,8667900.0
"Groundnuts, with shell",1992,8166000.0
"Groundnuts, with shell",1993,8322000.0
"Groundnuts, with shell",1994,7849000.0
"Groundnuts, with shell",1995,7524000.0
"Groundnuts, with shell",1996,7596000.0
"Groundnuts, with shell",1997,7090000.0
"Groundnuts, with shell",1998,7396000.0
"Groundnuts, with shell",1999,6867300.0
"Groundnuts, with shell",2000,6558600.0
"Groundnuts, with shell",2001,6238100.0
"Groundnuts, with shell",2002,5935500.0
"Groundnuts, with shell",2003,5987000.0
"Groundnuts, with shell",2004,6640400.0
"Groundnuts, with shell",2005,6736000.0
"Groundnuts, with shell",2006,5615100.0
"Groundnuts, with shell",2007,6292000.0
"Groundnuts, with shell",2008,6164900.0
"Groundnuts, with shell",2009,5477500.0
"Groundnuts, with shell",2010,5860000.0
"Groundnuts, with shell",2011,5310000.0
"Groundnuts, with shell",2012,4770000.0
"Groundnuts, with shell",2013,5505210.0
"Groundnuts, with shell",2014,4685000.0
"Groundnuts, with shell",2015,4560000.0
"Groundnuts, with shell",2016,5310000.0
"Groundnuts, with shell",2017,5338040.0
"Groundnuts, with shell",2018,4887700.0
"Groundnuts, with shell",2019,4730770.0
Jute,1990,777600.0
Jute,1991,875400.0
Jute,1992,726500.0
Jute,1993,694700.0
Jute,1994,738700.0
Jute,1995,737000.0
Jute,1996,897000.0
Jute,1997,906000.0
Jute,1998,848300.0
Jute,1999,847000.0
Jute,2000,827900.0
Jute,2001,873100.0
Jute,2002,864500.0
Jute,2003,849000.0
Jute,2004,773900.0
Jute,2005,759800.0
Jute,2006,791000.0
Jute,2007,816000.0
Jute,2008,785600.0
Jute,2009,811200.0
Jute,2010,767630.0
Jute,2011,800000.0
Jute,2012,800000.0
Jute,2013,800000.0
Jute,2014,741000.0
Jute,2015,773000.0
Jute,2016,733714.0
Jute,2017,706070.0
Jute,2018,685750.0
Jute,2019,665300.0
Lemons and limes,1990,65000.0
Lemons and limes,1991,68000.0
Lemons and limes,1992,74000.0
Lemons and limes,1993,80000.0
Lemons and limes,1994,91400.0
Lemons and limes,1995,95900.0
Lemons and limes,1996,106000.0
Lemons and limes,1997,123700.0
Lemons and limes,1998,129800.0
Lemons and limes,1999,139500.0
Lemons and limes,2000,169300.0
Lemons and limes,2001,164200.0
Lemons and limes,2002,161300.0
Lemons and limes,2003,146200.0
Lemons and limes,2004,167800.0
Lemons and limes,2005,78900.0
Lemons and limes,2006,268700.0
Lemons and limes,2007,294900.0
Lemons and limes,2008,302800.0
Lemons and limes,2009,316050.0
Lemons and limes,2010,295600.0
Lemons and limes,2011,219000.0
Lemons and limes,2012,234000.0
Lemons and limes,2013,255200.0
Lemons and limes,2014,286410.0
Lemons and limes,2015,268000.0
Lemons and limes,2016,245000.0
Lemons and limes,2017,248000.0
Lemons and limes,2018,286000.0
Lemons and limes,2019,305000.0
Lentils,1990,1111800.0
Lentils,1991,1187800.0
Lentils,1992,1189100.0
Lentils,1993,1203900.0
Lentils,1994,1183400.0
Lentils,1995,1155900.0
Lentils,1996,1255400.0
Lentils,1997,1369400.0
Lentils,1998,1288300.0
Lentils,1999,1388500.0
Lentils,2000,1461600.0
Lentils,2001,1477800.0
Lentils,2002,1470000.0
Lentils,2003,1380000.0
Lentils,2004,1400000.0
Lentils,2005,1470000.0
Lentils,2006,1510000.0
Lentils,2007,1470000.0
Lentils,2008,1310000.0
Lentils,2009,1375900.0
Lentils,2010,1479400.0
Lentils,2011,1597400.0
Lentils,2012,1562000.0
Lentils,2013,1423000.0
Lentils,2014,1341000.0
Lentils,2015,1469000.0
Lentils,2016,1276000.0
Lentils,2017,1461140.0
Lentils,2018,1549210.0
Lentils,2019,1362720.0
Lettuce and chicory,1990,111000.0
Lettuce and chicory,1991,111840.0
Lettuce and chicory,1992,112000.0
Lettuce and chicory,1993,113000.0
Lettuce and chicory,1994,115000.0
Lettuce and chicory,1995,115862.0
Lettuce and chicory,1996,116000.0
Lettuce and chicory,1997,116985.0
Lettuce and chicory,1998,117000.0
Lettuce and chicory,1999,118000.0
Lettuce and chicory,2000,120000.0
Lettuce and chicory,2001,121337.0
Lettuce and chicory,2002,123834.0
Lettuce and chicory,2003,126563.0
Lettuce and chicory,2004,129464.0
Lettuce and chicory,2005,132998.0
Lettuce and chicory,2006,142547.0
Lettuce and chicory,2007,146840.0
Lettuce and chicory,2008,151361.0
Lettuce and chicory,2009,155837.0
Lettuce and chicory,2010,160078.0
Lettuce and chicory,2011,164054.0
Lettuce and chicory,2012,170000.0
Lettuce and chicory,2013,170000.0
Lettuce and chicory,2014,172439.0
Lettuce and chicory,2015,181630.0
Lettuce and chicory,2016,186225.0
Lettuce and chicory,2017,190734.0
Lettuce and chicory,2018,195251.0
Lettuce and chicory,2019,199778.0
Linseed,1990,1124400.0
Linseed,1991,1099100.0
Linseed,1992,886200.0
Linseed,1993,895000.0
Linseed,1994,953000.0
Linseed,1995,948000.0
Linseed,1996,843000.0
Linseed,1997,827000.0
Linseed,1998,819000.0
Linseed,1999,749400.0
Linseed,2000,593100.0
Linseed,2001,579900.0
Linseed,2002,535800.0
Linseed,2003,450100.0
Linseed,2004,476500.0
Linseed,2005,448700.0
Linseed,2006,436800.0
Linseed,2007,426000.0
Linseed,2008,468000.0
Linseed,2009,407900.0
Linseed,2010,342000.0
Linseed,2011,359000.0
Linseed,2012,323000.0
Linseed,2013,296000.0
Linseed,2014,293070.0
Linseed,2015,285000.0
Linseed,2016,298000.0
Linseed,2017,325220.0
Linseed,2018,326180.0
Linseed,2019,172710.0
Maize,1990,5904300.0
Maize,1991,5859400.0
Maize,1992,5962500.0
Maize,1993,5995000.0
Maize,1994,6135800.0
Maize,1995,5979000.0
Maize,1996,6300000.0
Maize,1997,6321000.0
Maize,1998,6203700.0
Maize,1999,6422100.0
Maize,2000,6611300.0
Maize,2001,6581500.0
Maize,2002,6635200.0
Maize,2003,7343400.0
Maize,2004,7430400.0
Maize,2005,7588300.0
Maize,2006,7894000.0
Maize,2007,8117300.0
Maize,2008,8173800.0
Maize,2009,8261600.0
Maize,2010,8553200.0
Maize,2011,8780000.0
Maize,2012,8710000.0
Maize,2013,9430000.0
Maize,2014,9258000.0
Maize,2015,8690000.0
Maize,2016,9900000.0
Maize,2017,9633200.0
Maize,2018,9380070.0
Maize,2019,9027130.0
"Mangoes, mangosteens, guavas",1990,846292.0
"Mangoes, mangosteens, guavas",1991,1077621.0
"Mangoes, mangosteens, guavas",1992,1136668.0
"Mangoes, mangosteens, guavas",1993,1220000.0
"Mangoes, mangosteens, guavas",1994,1230000.0
"Mangoes, mangosteens, guavas",1995,1280000.0
"Mangoes, mangosteens, guavas",1996,1300000.0
"Mangoes, mangosteens, guavas",1997,1200000.0
"Mangoes, mangosteens, guavas",1998,1400000.0
"Mangoes, mangosteens, guavas",1999,1401600.0
"Mangoes, mangosteens, guavas",2000,1486900.0
"Mangoes, mangosteens, guavas",2001,1519000.0
"Mangoes, mangosteens, guavas",2002,1575800.0
"Mangoes, mangosteens, guavas",2003,1623400.0
"Mangoes, mangosteens, guavas",2004,1906700.0
"Mangoes, mangosteens, guavas",2005,1970400.0
"Mangoes, mangosteens, guavas",2006,2080700.0
"Mangoes, mangosteens, guavas",2007,2154000.0
"Mangoes, mangosteens, guavas",2008,2201000.0
"Mangoes, mangosteens, guavas",2009,2309000.0
"Mangoes, mangosteens, guavas",2010,2312300.0
"Mangoes, mangosteens, guavas",2011,2297000.0
"Mangoes, mangosteens, guavas",2012,2378000.0
"Mangoes, mangosteens, guavas",2013,2500000.0
"Mangoes, mangosteens, guavas",2014,2515970.0
"Mangoes, mangosteens, guavas",2015,2163000.0
"Mangoes, mangosteens, guavas",2016,2209000.0
"Mangoes, mangosteens, guavas",2017,2472000.0
"Mangoes, mangosteens, guavas",2018,2527000.0
"Mangoes, mangosteens, guavas",2019,2572000.0
"Melons, other (inc.cantaloupes)",1990,30500.0
"Melons, other (inc.cantaloupes)",1991,29000.0
"Melons, other (inc.cantaloupes)",1992,31000.0
"Melons, other (inc.cantaloupes)",1993,31184.0
"Melons, other (inc.cantaloupes)",1994,30594.0
"Melons, other (inc.cantaloupes)",1995,30734.0
"Melons, other (inc.cantaloupes)",1996,31300.0
"Melons, other (inc.cantaloupes)",1997,31080.0
"Melons, other (inc.cantaloupes)",1998,30961.0
"Melons, other (inc.cantaloupes)",1999,31003.0
"Melons, other (inc.cantaloupes)",2000,31500.0
"Melons, other (inc.cantaloupes)",2001,31261.0
"Melons, other (inc.cantaloupes)",2002,31557.0
"Melons, other (inc.cantaloupes)",2003,31771.0
"Melons, other (inc.cantaloupes)",2004,35533.0
"Melons, other (inc.cantaloupes)",2005,36925.0
"Melons, other (inc.cantaloupes)",2006,38025.0
"Melons, other (inc.cantaloupes)",2007,39160.0
"Melons, other (inc.cantaloupes)",2008,40286.0
"Melons, other (inc.cantaloupes)",2009,41391.0
"Melons, other (inc.cantaloupes)",2010,42469.0
"Melons, other (inc.cantaloupes)",2011,39500.0
"Melons, other (inc.cantaloupes)",2012,38000.0
"Melons, other (inc.cantaloupes)",2013,42000.0
"Melons, other (inc.cantaloupes)",2014,37000.0
"Melons, other (inc.cantaloupes)",2015,42000.0
"Melons, other (inc.cantaloupes)",2016,45000.0
"Melons, other (inc.cantaloupes)",2017,50000.0
"Melons, other (inc.cantaloupes)",2018,54000.0
"Melons, other (inc.cantaloupes)",2019,57000.0
Millet,1990,15095100.0
Millet,1991,14246000.0
Millet,1992,14505200.0
Millet,1993,13318000.0
Millet,1994,13779000.0
Millet,1995,12755000.0
Millet,1996,13365000.0
Millet,1997,12853500.0
Millet,1998,12550000.0
Millet,1999,11942400.0
Millet,2000,13012200.0
Millet,2001,12486300.0
Millet,2002,10355400.0
Millet,2003,13470100.0
Millet,2004,11886200.0
Millet,2005,12179400.0
Millet,2006,11752000.0
Millet,2007,11695500.0
Millet,2008,11039100.0
Millet,2009,11002700.0
Millet,2010,11791800.0
Millet,2011,10680000.0
Millet,2012,10752000.0
Millet,2013,9179000.0
Millet,2014,9686740.0
Millet,2015,9116000.0
Millet,2016,8840000.0
Millet,2017,9093720.0
Millet,2018,9221160.0
Millet,2019,8449720.0
"Nutmeg, mace and cardamoms",1990,118160.0
"Nutmeg, mace and cardamoms",1991,117720.0
"Nutmeg, mace and cardamoms",1992,96680.0
"Nutmeg, mace and cardamoms",1993,101110.0
"Nutmeg, mace and cardamoms",1994,100400.0
"Nutmeg, mace and cardamoms",1995,101500.0
"Nutmeg, mace and cardamoms",1996,99000.0
"Nutmeg, mace and cardamoms",1997,94300.0
"Nutmeg, mace and cardamoms",1998,85000.0
"Nutmeg, mace and cardamoms",1999,84800.0
"Nutmeg, mace and cardamoms",2000,92400.0
"Nutmeg, mace and cardamoms",2001,91600.0
"Nutmeg, mace and cardamoms",2002,88500.0
"Nutmeg, mace and cardamoms",2003,95600.0
"Nutmeg, mace and cardamoms",2004,95200.0
"Nutmeg, mace and cardamoms",2005,95800.0
"Nutmeg, mace and cardamoms",2006,104000.0
"Nutmeg, mace and cardamoms",2007,81930.0
"Nutmeg, mace and cardamoms",2008,91990.0
"Nutmeg, mace and cardamoms",2009,90200.0
"Nutmeg, mace and cardamoms",2010,86700.0
"Nutmeg, mace and cardamoms",2011,89006.0
"Nutmeg, mace and cardamoms",2012,92000.0
"Nutmeg, mace and cardamoms",2013,95930.0
"Nutmeg, mace and cardamoms",2014,93000.0
"Nutmeg, mace and cardamoms",2015,92000.0
"Nutmeg, mace and cardamoms",2016,107000.0
"Nutmeg, mace and cardamoms",2017,108000.0
"Nutmeg, mace and cardamoms",2018,108000.0
"Nutmeg, mace and cardamoms",2019,105000.0
Oilseeds nes,1990,611200.0
Oilseeds nes,1991,640400.0
Oilseeds nes,1992,585000.0
Oilseeds nes,1993,599000.0
Oilseeds nes,1994,592000.0
Oilseeds nes,1995,601000.0
Oilseeds nes,1996,546300.0
Oilseeds nes,1997,542300.0
Oilseeds nes,1998,538000.0
Oilseeds nes,1999,460000.0
Oilseeds nes,2000,367000.0
Oilseeds nes,2001,430000.0
Oilseeds nes,2002,283000.0
Oilseeds nes,2003,363000.0
Oilseeds nes,2004,373000.0
Oilseeds nes,2005,360000.0
Oilseeds nes,2006,403000.0
Oilseeds nes,2007,360000.0
Oilseeds nes,2008,339400.0
Oilseeds nes,2009,375500.0
Oilseeds nes,2010,388730.0
Oilseeds nes,2011,310000.0
Oilseeds nes,2012,315000.0
Oilseeds nes,2013,298740.0
Oilseeds nes,2014,234000.0
Oilseeds nes,2015,252000.0
Oilseeds nes,2016,279806.0
Oilseeds nes,2017,224412.0
Oilseeds nes,2018,201440.0
Oilseeds nes,2019,133986.0
Okra,1990,365000.0
Okra,1991,370000.0
Okra,1992,375000.0
Okra,1993,376000.0
Okra,1994,300000.0
Okra,1995,420000.0
Okra,1996,380000.0
Okra,1997,370000.0
Okra,1998,320000.0
Okra,1999,330000.0
Okra,2000,350000.0
Okra,2001,350000.0
Okra,2002,350000.0
Okra,2003,370000.0
Okra,2004,353100.0
Okra,2005,357300.0
Okra,2006,391800.0
Okra,2007,396000.0
Okra,2008,407000.0
Okra,2009,432000.0
Okra,2010,452000.0
Okra,2011,498000.0
Okra,2012,518000.0
Okra,2013,530790.0
Okra,2014,532660.0
Okra,2015,504000.0
Okra,2016,511000.0
Okra,2017,507000.0
Okra,2018,509000.0
Okra,2019,513000.0
"Onions, dry",1990,301900.0
"Onions, dry",1991,323300.0
"Onions, dry",1992,323500.0
"Onions, dry",1993,367500.0
"Onions, dry",1994,378600.0
"Onions, dry",1995,384600.0
"Onions, dry",1996,404000.0
"Onions, dry",1997,355000.0
"Onions, dry",1998,468100.0
"Onions, dry",1999,493300.0
"Onions, dry",2000,450000.0
"Onions, dry",2001,495800.0
"Onions, dry",2002,424700.0
"Onions, dry",2003,553800.0
"Onions, dry",2004,613800.0
"Onions, dry",2005,703600.0
"Onions, dry",2006,768000.0
"Onions, dry",2007,821000.0
"Onions, dry",2008,834000.0
"Onions, dry",2009,756200.0
"Onions, dry",2010,1064000.0
"Onions, dry",2011,1087230.0
"Onions, dry",2012,1052000.0
"Onions, dry",2013,1217000.0
"Onions, dry",2014,1203570.0
"Onions, dry",2015,1173000.0
"Onions, dry",2016,1320000.0
"Onions, dry",2017,1306000.0
"Onions, dry",2018,1285000.0
"Onions, dry",2019,1220000.0
Oranges,1990,138000.0
Oranges,1991,130000.0
Oranges,1992,112000.0
Oranges,1993,127000.0
Oranges,1994,190600.0
Oranges,1995,208400.0
Oranges,1996,216800.0
Oranges,1997,229000.0
Oranges,1998,232800.0
Oranges,1999,227300.0
Oranges,2000,274100.0
Oranges,2001,249500.0
Oranges,2002,325300.0
Oranges,2003,288900.0
Oranges,2004,377900.0
Oranges,2005,378000.0
Oranges,2006,441100.0
Oranges,2007,467200.0
Oranges,2008,518300.0
Oranges,2009,563330.0
Oranges,2010,631300.0
Oranges,2011,481000.0
Oranges,2012,490800.0
Oranges,2013,634400.0
Oranges,2014,664910.0
Oranges,2015,686000.0
Oranges,2016,641000.0
Oranges,2017,601000.0
Oranges,2018,613000.0
Oranges,2019,656000.0
Papayas,1990,36518.0
Papayas,1991,45200.0
Papayas,1992,47412.0
Papayas,1993,55945.0
Papayas,1994,61450.0
Papayas,1995,61420.0
Papayas,1996,63780.0
Papayas,1997,69419.0
Papayas,1998,67767.0
Papayas,1999,60825.0
Papayas,2000,70422.0
Papayas,2001,73700.0
Papayas,2002,68000.0
Papayas,2003,58200.0
Papayas,2004,73800.0
Papayas,2005,67800.0
Papayas,2006,72500.0
Papayas,2007,83000.0
Papayas,2008,98000.0
Papayas,2009,95700.0
Papayas,2010,106000.0
Papayas,2011,117400.0
Papayas,2012,132000.0
Papayas,2013,135000.0
Papayas,2014,133360.0
Papayas,2015,115000.0
Papayas,2016,132000.0
Papayas,2017,134000.0
Papayas,2018,138000.0
Papayas,2019,149000.0
Peaches and nectarines,1990,15500.0
Peaches and nectarines,1991,16000.0
Peaches and nectarines,1992,17000.0
Peaches and nectarines,1993,17500.0
Peaches and nectarines,1994,18000.0
Peaches and nectarines,1995,18300.0
Peaches and nectarines,1996,18500.0
Peaches and nectarines,1997,19185.0
Peaches and nectarines,1998,18899.0
Peaches and nectarines,1999,20838.0
Peaches and nectarines,2000,21455.0
Peaches and nectarines,2001,26264.0
Peaches and nectarines,2002,28372.0
Peaches and nectarines,2003,31544.0
Peaches and nectarines,2004,33679.0
Peaches and nectarines,2005,33539.0
Peaches and nectarines,2006,34635.0
Peaches and nectarines,2007,36314.0
Peaches and nectarines,2008,36647.0
Peaches and nectarines,2009,36840.0
Peaches and nectarines,2010,37000.0
Peaches and nectarines,2011,36905.0
Peaches and nectarines,2012,37500.0
Peaches and nectarines,2013,37500.0
Peaches and nectarines,2014,37800.0
Peaches and nectarines,2015,37702.0
Peaches and nectarines,2016,38346.0
Peaches and nectarines,2017,390345.0
Peaches and nectarines,2018,390345.0
Peaches and nectarines,2019,390345.0
Pears,1990,29638.0
Pears,1991,19000.0
Pears,1992,20000.0
Pears,1993,22000.0
Pears,1994,21693.0
Pears,1995,21751.0
Pears,1996,22500.0
Pears,1997,22375.0
Pears,1998,22432.0
Pears,1999,23000.0
Pears,2000,25346.0
Pears,2001,26530.0
Pears,2002,28229.0
Pears,2003,29685.0
Pears,2004,32452.0
Pears,2005,35088.0
Pears,2006,37074.0
Pears,2007,40041.0
Pears,2008,41489.0
Pears,2009,42638.0
Pears,2010,44713.0
Pears,2011,44598.0
Pears,2012,45285.0
Pears,2013,43296.0
Pears,2014,42280.0
Pears,2015,42000.0
Pears,2016,40000.0
Pears,2017,44000.0
Pears,2018,44000.0
Pears,2019,42000.0
"Peas, dry",1990,507000.0
"Peas, dry",1991,554800.0
"Peas, dry",1992,578600.0
"Peas, dry",1993,608500.0
"Peas, dry",1994,691000.0
"Peas, dry",1995,758200.0
"Peas, dry",1996,764500.0
"Peas, dry",1997,731100.0
"Peas, dry",1998,741600.0
"Peas, dry",1999,834200.0
"Peas, dry",2000,791500.0
"Peas, dry",2001,654700.0
"Peas, dry",2002,670300.0
"Peas, dry",2003,663600.0
"Peas, dry",2004,709500.0
"Peas, dry",2005,791200.0
"Peas, dry",2006,777800.0
"Peas, dry",2007,743700.0
"Peas, dry",2008,611700.0
"Peas, dry",2009,718300.0
"Peas, dry",2010,764400.0
"Peas, dry",2011,727200.0
"Peas, dry",2012,756000.0
"Peas, dry",2013,767000.0
"Peas, dry",2014,963000.0
"Peas, dry",2015,975000.0
"Peas, dry",2016,903000.0
"Peas, dry",2017,1058880.0
"Peas, dry",2018,825210.0
"Peas, dry",2019,606720.0
"Peas, green",1990,145000.0
"Peas, green",1991,147000.0
"Peas, green",1992,146388.0
"Peas, green",1993,148000.0
"Peas, green",1994,180000.0
"Peas, green",1995,220000.0
"Peas, green",1996,200000.0
"Peas, green",1997,220000.0
"Peas, green",1998,270000.0
"Peas, green",1999,280000.0
"Peas, green",2000,270000.0
"Peas, green",2001,320000.0
"Peas, green",2002,300000.0
"Peas, green",2003,305200.0
"Peas, green",2004,285200.0
"Peas, green",2005,276300.0
"Peas, green",2006,286100.0
"Peas, green",2007,297000.0
"Peas, green",2008,313000.0
"Peas, green",2009,348000.0
"Peas, green",2010,364900.0
"Peas, green",2011,370000.0
"Peas, green",2012,408200.0
"Peas, green",2013,420900.0
"Peas, green",2014,433560.0
"Peas, green",2015,476000.0
"Peas, green",2016,498000.0
"Peas, green",2017,530000.0
"Peas, green",2018,540000.0
"Peas, green",2019,552000.0
Pepper (piper spp.),1990,171490.0
Pepper (piper spp.),1991,173430.0
Pepper (piper spp.),1992,184200.0
Pepper (piper spp.),1993,189370.0
Pepper (piper spp.),1994,191000.0
Pepper (piper spp.),1995,193300.0
Pepper (piper spp.),1996,198100.0
Pepper (piper spp.),1997,180000.0
Pepper (piper spp.),1998,182000.0
Pepper (piper spp.),1999,240000.0
Pepper (piper spp.),2000,196000.0
Pepper (piper spp.),2001,214000.0
Pepper (piper spp.),2002,219000.0
Pepper (piper spp.),2003,216000.0
Pepper (piper spp.),2004,233360.0
Pepper (piper spp.),2005,228330.0
Pepper (piper spp.),2006,260200.0
Pepper (piper spp.),2007,246000.0
Pepper (piper spp.),2008,197330.0
Pepper (piper spp.),2009,238710.0
Pepper (piper spp.),2010,195920.0
Pepper (piper spp.),2011,184000.0
Pepper (piper spp.),2012,200000.0
Pepper (piper spp.),2013,125000.0
Pepper (piper spp.),2014,124000.0
Pepper (piper spp.),2015,129000.0
Pepper (piper spp.),2016,129000.0
Pepper (piper spp.),2017,132000.0
Pepper (piper spp.),2018,134000.0
Pepper (piper spp.),2019,138000.0
Pigeon peas,1990,3599700.0
Pigeon peas,1991,3593000.0
Pigeon peas,1992,3627000.0
Pigeon peas,1993,3576000.0
Pigeon peas,1994,3532000.0
Pigeon peas,1995,3314000.0
Pigeon peas,1996,3447000.0
Pigeon peas,1997,3513500.0
Pigeon peas,1998,3358900.0
Pigeon peas,1999,3439500.0
Pigeon peas,2000,3427000.0
Pigeon peas,2001,3632300.0
Pigeon peas,2002,3327700.0
